phase_mark,source_marks,tracking_key,yoren_code,name_zh,attribute,stage,hp,deck_rule_limit,special_rules,interaction_flags,complexity,source_variant_count,collection_numbers,implemented_in_repo,implementation_status,backend_status,ui_status,ai_api_status,implemented_file,test_file,notes
G,G|F,P094,P094,耿鬼,超,2阶进化,130,,,DAMAGE_COUNTERS|SWITCH|SPECIAL_CONDITION,medium,17,094/151|078/129|03 07/07|03 06/07|03 05/07|03 04/07|03 03/07|03 02/07|03 01/07|148/S-P|029/066|005/012,no,todo,todo,todo,todo,,,
G,G,P293,P293,咕妞妞,无色,基础,70,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,3,107/128,no,todo,todo,todo,todo,,,
G,G,Y1282,Y1282,古鼎鹿ex,斗,基础,240,,POKEMON_EX,DAMAGE_COUNTERS,medium,6,163/130|158/130|146/130|124/049|080/130|036/049,no,todo,todo,todo,todo,,,
G,G,P1001,P1001,古简蜗,草,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,013/129,no,todo,todo,todo,todo,,,
G,G,Y1273,Y1273,古简蜗ex,草,基础,230,,POKEMON_EX,,low,5,154/130|140/130|129/052|015/130|013/052,no,todo,todo,not_needed,todo,,,
G,G,P1002,P1002,古剑豹,水,基础,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,043/128,no,todo,todo,todo,todo,,,
G,G,Y1277,Y1277,古剑豹ex,水,基础,220,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,8,162/130|157/130|144/130|123/049|064/SV-P|043/130|017/049|003/024,no,todo,todo,todo,todo,,,
G,G,Y1275,Y1275,古玉鱼ex,火,基础,190,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,5,156/130|142/130|130/052|031/130|018/052,no,todo,todo,todo,todo,,,
G,G,P0911,P0911,骨纹巨声鳄,火,2阶进化,180,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,026/127,no,todo,todo,todo,todo,,,
G,G,Y1246,Y1246,骨纹巨声鳄ex,火,2阶进化,340,,POKEMON_EX|TERA,DAMAGE_COUNTERS,medium,8,161/128|153/128|138/128|113/049|099/128|021/128|014/024|011/049,no,todo,todo,todo,todo,,,
G,G,P383,P383,固拉多,斗,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,4,106/052|064/129,no,todo,todo,todo,todo,,,
G,G,Y1201,Y1201,故勒顿ex,斗,基础,230,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,8,165/127|157/127|142/127|125/049|084/127|081/128|037/049|018/024,no,todo,todo,todo,todo,,,
G,G|F,P068,P068,怪力,斗,2阶进化,180,,,COIN_FLIP,low,5,068/151|045/066,no,todo,todo,todo,todo,,,
G,G,P527,P527,滚滚蝙蝠,超,基础,60,,,,low,3,054/128,no,todo,todo,not_needed,not_needed,,,
G,G,P288,P288,过动猿,无色,1阶进化,90,,,COIN_FLIP,low,3,103/130,no,todo,todo,todo,todo,,,
G,G|F,P148,P148,哈克龙,龙,1阶进化,100,,,COIN_FLIP|SPECIAL_CONDITION,medium,9,148/151|108/049|091/129|051/072,no,todo,todo,todo,todo,,,
G,G,P507,P507,哈约克,无色,1阶进化,90,,,,low,3,107/129,no,todo,todo,not_needed,not_needed,,,
G,G|F,P120,P120,海星星,水,基础,60,,,COIN_FLIP,low,9,166/151|120/151|002/058|085/414|028/153,no,todo,todo,todo,todo,,,
G,G|F,P067,P067,豪力,斗,1阶进化,100,,,,low,6,072/SV-P|067/151|044/066,no,todo,todo,not_needed,not_needed,,,
G,G|F,P198,P198,黑暗鸦,恶,基础,60,,,SELECT_POKEMON|SELECT_CARD|SWITCH|SEARCH_OR_RECOVERY,medium,10,089/207|086/128|078/049|045/SV-P|040/049|076/153|039/072,no,todo,todo,todo,todo,,,
G,G,Y1283,Y1283,黑鲁加ex,恶,1阶进化,270,,POKEMON_EX,,low,3,084/130|081/SV-P|05 07/07,no,todo,todo,not_needed,todo,,,
G,G|F,P551,P551,黑眼鳄,斗,基础,70,,,,low,7,105/049|076/127|095/207|093/131,no,todo,todo,not_needed,not_needed,,,
G,G,P0952,P0952,狠辣椒,草,1阶进化,110,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,10,122/SV-P|060/052|020/SV-P|020/127|012/129|010/052,no,todo,todo,todo,todo,,,
G,G,Y1331,Y1331,狠辣椒ex,草,1阶进化,260,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION,medium,1,012/129,no,todo,todo,todo,todo,,,
G,G,Y1370,Y1370,轰鸣月ex,恶,基础,230,,POKEMON_EX|ANCIENT,,low,5,161/128|155/128|144/128|117/SV-P|096/128,no,todo,todo,not_needed,todo,,,
G,G,P056,P056,猴怪,斗,基础,60,,,COIN_FLIP,low,12,072/207|070/049|069/127|064/129|056/151|029/049,no,todo,todo,todo,todo,,,
G,G,P294,P294,吼爆弹,无色,1阶进化,100,,,COIN_FLIP|SPECIAL_CONDITION,medium,4,113/052|108/128,no,todo,todo,todo,todo,,,
G,G,Y1186,Y1186,胡地ex,超,2阶进化,310,,POKEMON_EX,,low,5,189/151|187/151|180/151|065/151|061/207,no,todo,todo,not_needed,todo,,,
G,G,Y1337,Y1337,胡帕ex,斗,基础,220,,POKEMON_EX|TERA,ATTACH_ENERGY,medium,2,142/129|069/129,no,todo,todo,todo,todo,,,
G,G,P213,P213,壶壶,草,基础,80,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,004/129,no,todo,todo,todo,todo,,,
G,G,P741,P741,花舞鸟,火,基础,90,,,COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,8,056/049|048/128|018/128|010/049,no,todo,todo,todo,todo,,,
G,G|F,P442,P442,花岩怪,恶,基础,70,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|DAMAGE_COUNTERS|SWITCH|SEARCH_OR_RECOVERY,high,13,089/128|068/049|055/127|027/049|083/127|041/072|009/012,no,todo,todo,todo,todo,,,
G,G,P511,P511,花椰猴,草,基础,70,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,004/128,no,todo,todo,todo,todo,,,
G,G,P512,P512,花椰猿,草,1阶进化,100,,,,low,3,005/128,no,todo,todo,not_needed,not_needed,,,
G,G,P559,P559,滑滑小子,恶,基础,70,,,,low,3,085/129,no,todo,todo,not_needed,not_needed,,,
G,G|F,P828,P828,猾大狐,恶,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,6,091/129|136/131|103/131,no,todo,todo,todo,todo,,,
G,G,P1220,P1220,化石盔,斗,1阶进化,90,,,COIN_FLIP,low,3,140/151,no,todo,todo,todo,todo,,,
G,G,Y1221,Y1221,化石翼龙,无色,1阶进化,130,,,,low,3,142/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P327,P327,晃晃斑,无色,基础,80,,,COIN_FLIP|SPECIAL_CONDITION,medium,6,110/128|114/131|003/023,no,todo,todo,todo,todo,,,
G,G,P569,P569,灰尘山,恶,1阶进化,120,,,SPECIAL_CONDITION,low,4,134/128|093/128,no,todo,todo,todo,todo,,,
G,G|F,P552,P552,混混鳄,斗,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,6,077/127|096/207|094/131,no,todo,todo,todo,todo,,,
G,G,P057,P057,火暴猴,斗,1阶进化,90,,,COIN_FLIP|SPECIAL_CONDITION,medium,12,073/207|071/049|070/127|065/129|057/151|030/049,no,todo,todo,todo,todo,,,
G,G,P554,P554,火红不倒翁,火,基础,80,,,COIN_FLIP,low,6,131/SV-P|016/129,no,todo,todo,todo,todo,,,
G,G|F,P662,P662,火箭雀,火,1阶进化,80,,,,low,7,116/SV-P|027/130|022/SV-P|047/131,no,todo,todo,not_needed,not_needed,,,
G,G|F,P005,P005,火恐龙,火,1阶进化,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,14,100/SV-P|091/049|062/052|015/129|014/052|013/177|005/151|002/033|002/127,no,todo,todo,todo,todo,,,
G,G|F,P668,P668,火炎狮,火,1阶进化,120,,,COIN_FLIP|DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,5,130/128|017/128|027/153,no,todo,todo,todo,todo,,,
G,G|F,P146,P146,火焰鸟,火,基础,120,,,DAMAGE_COUNTERS|ATTACH_ENERGY,medium,9,146/151|016/207|016/177|008/066|006/127,no,todo,todo,todo,todo,,,
G,G,P136,P136,火伊布,火,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,3,136/151,no,todo,todo,todo,todo,,,
G,G|F,P144,P144,急冻鸟,水,基础,120,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,9,144/151|033/207|031/177|015/072|008/131,no,todo,todo,todo,todo,,,
G,G,P615,P615,几何雪花,水,基础,90,,,SPECIAL_CONDITION,low,3,024/129,no,todo,todo,todo,todo,,,
G,G,P0998,P0998,戟脊龙,水,2阶进化,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,7,133/130|046/207|042/130|003/006|002/024,no,todo,todo,todo,todo,,,
G,G|F,P444,P444,尖牙陆鲨,斗,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,5,067/129|089/127,no,todo,todo,todo,todo,,,
G,G,P681,P681,坚盾剑怪,钢,2阶进化,150,,,,low,4,111/052|085/129,no,todo,todo,not_needed,not_needed,,,
G,G,Y1340,Y1340,坚盾剑怪ex,钢,2阶进化,330,,POKEMON_EX,,low,2,146/129|101/129,no,todo,todo,not_needed,todo,,,
G,G|F,P598,P598,坚果哑铃,钢,1阶进化,140,,,,low,7,110/052|105/207|095/129|090/131,no,todo,todo,not_needed,not_needed,,,
G,G,P187,P187,毽子草,草,基础,50,,,COIN_FLIP,low,5,050/049|002/049|001/130,no,todo,todo,todo,todo,,,
G,G,P188,P188,毽子花,草,1阶进化,70,,,COIN_FLIP,low,5,051/049|003/049|002/130,no,todo,todo,todo,todo,,,
G,G,P189,P189,毽子棉,草,2阶进化,90,,,COIN_FLIP,low,5,052/049|004/049|003/130,no,todo,todo,todo,todo,,,
G,G|F,P827,P827,狡小狐,恶,基础,70,,,COIN_FLIP,low,5,090/129|102/131,no,todo,todo,todo,todo,,,
G,G|F,P007,P007,杰尼龟,水,基础,60,,,COIN_FLIP|SPECIAL_CONDITION,medium,11,099/SV-P|092/049|071/SV-P|068/SV-P|024/177|007/151|023/207|012/066,no,todo,todo,todo,todo,,,
G,G,P644,P644,捷克罗姆,雷,基础,130,,,,low,3,049/129,no,todo,todo,not_needed,not_needed,,,
G,G,Y1339,Y1339,晶光花ex,斗,1阶进化,270,,POKEMON_EX,SPECIAL_CONDITION,medium,4,144/129|120/052|073/129|042/052,no,todo,todo,todo,todo,,,
G,G|F,Y394,Y394,九尾,火,1阶进化,120,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,6,021/SV-P|015/129|030/131,no,todo,todo,todo,todo,,,
G,G,Y1184,Y1184,九尾ex,火,1阶进化,260,,POKEMON_EX,SPECIAL_CONDITION,medium,2,178/151|038/151,no,todo,todo,todo,todo,,,
G,G,Y1192,Y1192,狙射树枭ex,草,2阶进化,320,,POKEMON_EX,SWITCH,medium,1,008/127,no,todo,todo,todo,todo,,,
G,G,Y1218,Y1218,菊石兽,水,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,138/151,no,todo,todo,todo,todo,,,
G,G,P138,P138,菊石兽,水,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,1,096/049,no,todo,todo,todo,todo,,,
G,G,P0959,P0959,巨锻匠,超,2阶进化,140,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,11,160/SV-P|070/128|067/127|064/128|003/006,no,todo,todo,todo,todo,,,
G,G,Y1198,Y1198,巨锻匠ex,超,2阶进化,300,,POKEMON_EX,,low,3,155/127|140/127|068/127,no,todo,todo,not_needed,todo,,,
G,G|F,P212,P212,巨钳螳螂,钢,1阶进化,140,,,COIN_FLIP,low,8,085/052|081/129|045/052|029/SV-P|079/131,no,todo,todo,todo,todo,,,
G,G,P099,P099,巨钳蟹,水,1阶进化,140,,,,low,3,099/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P874,P874,巨石丁,斗,基础,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,7,082/127|084/131|083/131,no,todo,todo,todo,todo,,,
G,G,P768,P768,具甲武者,水,1阶进化,140,,,,low,3,035/129,no,todo,todo,not_needed,not_needed,,,
G,G,Y1306,Y1306,具甲武者ex,水,1阶进化,270,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH,high,3,153/129|138/129|026/129,no,todo,todo,todo,todo,,,
G,G,P660,P660,掘地兔,斗,1阶进化,140,,,,low,3,072/128,no,todo,todo,not_needed,not_needed,,,
G,G,P659,P659,掘掘兔,无色,基础,70,,,COIN_FLIP,low,3,111/128,no,todo,todo,todo,todo,,,
G,G|F,P058,P058,卡蒂狗,火,基础,80,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,10,058/151|052/SV-P|016/130|006/SV-P|031/131,no,todo,todo,todo,todo,,,
G,G|F,P008,P008,卡咪龟,水,1阶进化,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,8,093/049|025/177|008/151|024/207|013/066,no,todo,todo,todo,todo,,,
G,G|F,P054,P054,可达鸭,水,基础,70,,,COIN_FLIP,low,5,095/052|054/151|189/S-P,no,todo,todo,todo,todo,,,
G,G,P070,P070,口呆花,草,1阶进化,90,,,,low,3,070/151,no,todo,todo,not_needed,not_needed,,,
G,G,P562,P562,哭哭面具,超,基础,70,,,DAMAGE_COUNTERS,low,3,056/128,no,todo,todo,todo,todo,,,
G,G|F,P510,P510,酷豹,恶,1阶进化,100,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|DAMAGE_COUNTERS,medium,8,091/128|272/414|192/S-P|092/131,no,todo,todo,todo,todo,,,
G,G|F,P149,P149,快龙,龙,2阶进化,180,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,5,149/151|052/072,no,todo,todo,todo,todo,,,
G,G,Y1314,Y1314,快龙ex,龙,2阶进化,330,,POKEMON_EX|TERA,COIN_FLIP,medium,1,092/129,no,todo,todo,todo,todo,,,
G,G,P107,P107,快拳郎,斗,基础,120,,,DAMAGE_COUNTERS,low,3,107/151,no,todo,todo,todo,todo,,,
G,G,P0914,P0914,狂欢浪舞鸭,水,2阶进化,170,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,037/127,no,todo,todo,todo,todo,,,
G,G,Y1248,Y1248,狂欢浪舞鸭ex,水,2阶进化,320,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH,high,7,162/128|154/128|139/128|114/049|033/128|017/024|016/049,no,todo,todo,todo,todo,,,
G,G,P0020,P0020,拉达,无色,1阶进化,70,,,DAMAGE_COUNTERS,low,3,020/151,no,todo,todo,todo,todo,,,
G,G,P381,P381,拉帝欧斯,超,基础,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,5,058/130|013/064,no,todo,todo,todo,todo,,,
G,G,P380,P380,拉帝亚斯,超,基础,110,,,ATTACH_ENERGY,low,5,059/128|012/064,no,todo,todo,todo,todo,,,
G,G|F,P280,P280,拉鲁拉丝,超,基础,70,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,12,132/128|066/049|053/128|024/049|065/207|043/127|029/072|005/033,no,todo,todo,todo,todo,,,
G,G,P069,P069,喇叭芽,草,基础,60,,,,low,3,069/151,no,todo,todo,not_needed,not_needed,,,
G,G,P854,P854,来悲茶,超,基础,30,,,COIN_FLIP|SPECIAL_CONDITION,medium,4,066/128|042/SV-P,no,todo,todo,todo,todo,,,
G,G,P536,P536,蓝蟾蜍,水,1阶进化,100,,,,low,3,032/129,no,todo,todo,not_needed,not_needed,,,
G,G,P822,P822,蓝鸦,无色,1阶进化,90,,,,low,3,110/130,no,todo,todo,not_needed,not_needed,,,
G,G,P287,P287,懒人獭,无色,基础,70,,,SPECIAL_CONDITION,low,3,102/130,no,todo,todo,todo,todo,,,
G,G,P642,P642,雷电云,雷,基础,110,,,,low,5,064/049|047/127|022/049,no,todo,todo,not_needed,not_needed,,,
G,G|F,P026,P026,雷丘,雷,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,12,155/151|091/SV-P|045/130|026/151|022/072|018/127,no,todo,todo,todo,todo,,,
G,G,P135,P135,雷伊布,雷,1阶进化,110,,,,low,3,135/151,no,todo,todo,not_needed,not_needed,,,
G,G,P515,P515,冷水猴,水,基础,70,,,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,3,033/128,no,todo,todo,todo,todo,,,
G,G,P516,P516,冷水猿,水,1阶进化,100,,,,low,3,034/128,no,todo,todo,not_needed,not_needed,,,
G,G,P129,P129,鲤鱼王,水,基础,30,,,COIN_FLIP,low,10,129/151|032/130|024/SV-P|023/128,no,todo,todo,todo,todo,,,
G,G,P141,P141,镰刀盔,斗,2阶进化,160,,,,low,3,141/151,no,todo,todo,not_needed,not_needed,,,
G,G,P0996,P0996,凉脊龙,水,基础,60,,,,low,7,131/130|055/SV-P|044/207|040/130|001/006,no,todo,todo,not_needed,not_needed,,,
G,G|F,P870,P870,列阵兵,斗,基础,110,,,,low,6,071/129|081/128|076/177,no,todo,todo,not_needed,not_needed,,,
G,G|F,P663,P663,烈箭鹰,火,2阶进化,150,,,DAMAGE_COUNTERS,low,5,028/130|048/131,no,todo,todo,todo,todo,,,
G,G,P021,P021,烈雀,无色,基础,50,,,,low,3,021/151,no,todo,todo,not_needed,not_needed,,,
G,G,Y1334,Y1334,烈咬陆鲨ex,水,2阶进化,320,,POKEMON_EX|TERA,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,5,161/129|154/129|140/129|101/SV-P|028/129,no,todo,todo,todo,todo,,,
G,G,P283,P283,溜溜糖球,草,基础,60,,,COIN_FLIP,low,6,006/130|001/128,no,todo,todo,todo,todo,,,
G,G|F,P553,P553,流氓鳄,斗,2阶进化,170,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,6,078/127|097/207|095/131,no,todo,todo,todo,todo,,,
G,G|F,Y393,Y393,六尾,火,基础,70,,,COIN_FLIP|SPECIAL_CONDITION,medium,13,037/151|014/129|08 05/05|08 04/05|08 03/05|08 02/05|08 01/05|029/131,no,todo,todo,todo,todo,,,
G,G,Y400,Y400,隆隆石,斗,1阶进化,110,,,COIN_FLIP,low,3,075/151,no,todo,todo,todo,todo,,,
G,G,Y1187,Y1187,隆隆岩ex,斗,2阶进化,330,,POKEMON_EX,,low,2,181/151|076/151,no,todo,todo,not_needed,todo,,,
G,G,Y1330,Y1330,陆地水母ex,草,1阶进化,270,,POKEMON_EX,ATTACH_ENERGY,medium,4,128/SV-P|118/052|010/129|008/052,no,todo,todo,todo,todo,,,
G,G|F,P448,P448,路卡利欧,斗,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,12,079/207|077/128|075/049|034/049|150/S-P|074/177|073/128|013/058,no,todo,todo,todo,todo,,,
G,G,P010,P010,绿毛虫,草,基础,50,,,,low,4,088/049|010/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P405,P405,伦琴猫,雷,2阶进化,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,9,062/049|041/128|020/049|063/131|024/127,no,todo,todo,todo,todo,,,
G,G|F,P479,P479,洛托姆,雷,基础,80,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,14,046/127|042/128|019/128|005/064|048/207|026/127,no,todo,todo,todo,todo,,,
G,G,P0927,P0927,麻花犬,超,1阶进化,90,,,SPECIAL_CONDITION,low,4,062/127|002/006,no,todo,todo,todo,todo,,,
G,G|F,P603,P603,麻麻鳗,雷,1阶进化,90,,,COIN_FLIP|SPECIAL_CONDITION,medium,6,047/129|181/S-P|068/131,no,todo,todo,todo,todo,,,
G,G|F,P604,P604,麻麻鳗鱼王,雷,2阶进化,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SWITCH|SPECIAL_CONDITION,high,5,048/129|069/131,no,todo,todo,todo,todo,,,
G,G|F,P602,P602,麻麻小鱼,雷,基础,40,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,046/129|067/131,no,todo,todo,todo,todo,,,
G,G,P072,P072,玛瑙水母,水,基础,60,,,,low,3,072/151,no,todo,todo,not_needed,not_needed,,,
G,G|F,P734,P734,猫鼬少,无色,基础,70,,,COIN_FLIP,low,5,107/130|117/131,no,todo,todo,todo,todo,,,
G,G|F,P735,P735,猫鼬探长,无色,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,5,108/130|118/131,no,todo,todo,todo,todo,,,
G,G,P335,P335,猫鼬斩,无色,基础,90,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,7,105/129|105/130|004/023,no,todo,todo,todo,todo,,,
G,G|F,P048,P048,毛球,草,基础,70,,,,low,5,048/151|005/131,no,todo,todo,not_needed,not_needed,,,
G,G,P0950,P0950,毛崖蟹,斗,基础,130,,,SPECIAL_CONDITION,low,7,135/128|080/128,no,todo,todo,todo,todo,,,
G,G,Y1281,Y1281,毛崖蟹ex,斗,基础,220,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,1,077/130,no,todo,todo,todo,todo,,,
G,G|F,P182,P182,美丽花,草,2阶进化,130,,,COIN_FLIP|ATTACH_ENERGY|SWITCH|SPECIAL_CONDITION,medium,5,003/129|004/131,no,todo,todo,todo,todo,,,
G,G|F,P350,P350,美纳斯,水,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION,medium,6,031/128|017/072|004/012,no,todo,todo,todo,todo,,,
G,G,P332,P332,梦歌仙人掌,草,1阶进化,130,,,DAMAGE_COUNTERS,low,3,004/127,no,todo,todo,todo,todo,,,
G,G,Y1191,Y1191,梦幻ex,超,基础,180,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,10,192/151|191/151|188/151|185/151|151/151|127/052|056/177|029/052|004/033|003/SV-P,no,todo,todo,todo,todo,,,
G,G|F,P200,P200,梦妖,超,基础,70,,,COIN_FLIP|SPECIAL_CONDITION,medium,8,051/128|063/207|041/127|030/066,no,todo,todo,todo,todo,,,
G,G|F,P429,P429,梦妖魔,超,1阶进化,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,15,052/128|09 07/07|09 06/07|09 05/07|09 04/07|09 03/07|09 02/07|09 01/07|064/207|042/127|031/066,no,todo,todo,todo,todo,,,
G,G,Y1189,Y1189,迷唇姐ex,水,基础,200,,POKEMON_EX,SPECIAL_CONDITION,medium,2,183/151|124/151,no,todo,todo,todo,todo,,,
G,G,P582,P582,迷你冰,水,基础,60,,,,low,3,035/128,no,todo,todo,not_needed,not_needed,,,
G,G,P0928,P0928,迷你芙,草,基础,60,,,,low,9,055/052|051/SV-P|014/127|006/129|004/052,no,todo,todo,not_needed,not_needed,,,
G,G|F,P147,P147,迷你龙,龙,基础,60,,,COIN_FLIP,low,8,147/151|090/129|050/072,no,todo,todo,todo,todo,,,
G,G|F,P778,P778,谜拟丘,超,基础,70,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,16,077/052|068/207|062/130|034/052|13 07/07|13 06/07|13 05/07|13 04/07|13 03/07|13 02/07|13 01/07|010/033|053/131,no,todo,todo,todo,todo,,,
G,G,Y1280,Y1280,谜拟丘ex,超,基础,190,,POKEMON_EX,ATTACH_ENERGY|SWITCH,medium,1,063/130,no,todo,todo,todo,todo,,,
G,G|F,P002,P002,妙蛙草,草,1阶进化,100,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,8,087/049|002/177|002/151|002/207|002/128,no,todo,todo,todo,todo,,,
G,G,Y1180,Y1180,妙蛙花ex,草,2阶进化,340,,POKEMON_EX,SPECIAL_CONDITION,medium,6,174/151|119/049|003/177|003/151|001/049|001/024,no,todo,todo,todo,todo,,,
G,G|F,P001,P001,妙蛙种子,草,基础,70,,,,low,11,097/SV-P|086/049|069/SV-P|066/SV-P|001/177|001/151|001/207|001/128,no,todo,todo,not_needed,not_needed,,,
G,G|F,P049,P049,摩鲁蛾,草,1阶进化,90,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,high,5,049/151|006/131,no,todo,todo,todo,todo,,,
G,G,Y1205,Y1205,摩托蜥ex,无色,基础,210,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,106/127|006/023,no,todo,todo,todo,todo,,,
G,G,P779,P779,磨牙彩皮鱼,水,基础,100,,,SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,4,039/177|034/127,no,todo,todo,todo,todo,,,
G,G,P0908,P0908,魔幻假面喵,草,2阶进化,160,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,3,011/127,no,todo,todo,todo,todo,,,
G,G,Y1244,Y1244,魔幻假面喵ex,草,2阶进化,310,,POKEMON_EX,DAMAGE_COUNTERS,medium,8,160/128|152/128|137/128|112/049|038/SV-P|013/024|012/128|007/049,no,todo,todo,todo,todo,,,
G,G,P0439,P0439,魔尼尼,超,基础,30,,,SELECT_POKEMON|SELECT_CARD,medium,8,140/SV-P|076/052|053/128|033/052,no,todo,todo,todo,todo,,,
G,G|F,P396,P396,姆克儿,无色,基础,60,,,COIN_FLIP,low,7,110/049|102/128|155/S-P|101/127,no,todo,todo,todo,todo,,,
G,G|F,P397,P397,姆克鸟,无色,1阶进化,80,,,,low,5,103/128|102/127,no,todo,todo,not_needed,not_needed,,,
